DO_ID,Course Name,Date of Creation,Organisation Name,Certificate Course (Y/N),Status,Batch Count,All Batch IDs
do_1136550347906744321351,Making River Sensitive Master Plans,2022-10-27,NIUA,Y,Live,1,'0136550577218846724'
do_1136550347906744321351,Making River Sensitive Master Plans,2022-10-27,NIUA,Y,Draft,1,'0136550577218846724'
do_1136550052517314561308,Managing Urban Rivers: From Planning to Practice,2022-10-27,NIUA,Y,Live,1,'0136550586553057283'
do_1136550052517314561308,Managing Urban Rivers: From Planning to Practice,2022-10-27,NIUA,Y,Draft,1,'0136550586553057283'
do_1138574141293445121223,map,2023-08-09,NULP,N,Review,0,
do_1136704044642140161924,merit certificate Course,2022-11-18,NIUA,Y,Retired,1,'01367041442268774411'
do_1136704044642140161924,merit certificate Course,2022-11-18,NIUA,Y,Retired,1,'01367041442268774411'
do_1130228317452124161234,mll,2020-05-17,Medical,N,Retired,0,
do_11316788272962764815,mobility,2020-12-08,NULP,N,Draft,0,
do_1136229796542464001616,Module 1: Context and Background (Academic Certification for Young Professionals under the ITCN Capacity Building Programme),2022-09-12,Infant Toddler Caregiving Neighborhood ,N,Live,1,'014153854446731264103'
do_1136229796542464001616,Module 1: Context and Background (Academic Certification for Young Professionals under the ITCN Capacity Building Programme),2022-09-12,Infant Toddler Caregiving Neighborhood ,N,Draft,1,'014153854446731264103'
do_1130382454966353921323,Module 1: Municipal Finance,2020-06-08,NULP,N,Draft,0,
do_1136640578114273281833,Module 2: Introduction to ITCN (Academic Certification for Young Professionals under the ITCN Capacity Building Programme),2022-11-09,Infant Toddler Caregiving Neighborhood ,Y,Draft,1,'01366770387706675210'
do_1136640578114273281833,Module 2: Introduction to ITCN (Academic Certification for Young Professionals under the ITCN Capacity Building Programme),2022-11-09,Infant Toddler Caregiving Neighborhood ,Y,Live,1,'01366770387706675210'
do_11368467752313651211112,Module 4: ITC Project Identification and Implementation (Academic Certification for Young Professionals under the ITCN Capacity Building Programme),2022-12-08,Infant Toddler Caregiving Neighborhood ,Y,Live,1,'01369808302666547220'
do_11420352388390912013,Monitoring and Evaluation,2024-12-10,NIUA,Y,Live,1,'0142048530558238720'
do_1136587376944087041540,mSeva : Punjab eGovernance,2022-11-01,PMIDC,N,Live,2,"'0136587661979156487', '01429681080505958415'"
do_1135863503730360321949,mSeva: Punjab eGovernance,2022-07-22,PMIDC,N,Retired,0,
do_1141495092130693121466,Municipal Finance Reforms-AIILSG,2024-09-25,AIILSG,N,Live,1,'01415028165740953697'
do_1133676309357690881804,My course,2021-09-16,NULP,N,Retired,0,
do_1134108187615232001987,My Course,2021-11-16,NULP,N,Retired,0,
do_11343331837859430411055,My Course,2021-12-18,NULP,N,Retired,0,
do_1133711449244385281773,My course,2021-09-21,NULP,N,Retired,0,
do_1132117940594032641227,My Course,2021-02-08,NULP,N,Draft,0,
do_113197296065232896170,My Course,2021-01-18,NULP,N,Retired,0,
do_113174380911190016145,My Course,2020-12-17,NULP,N,Draft,0,
do_113173876949196800136,My Course,2020-12-16,NULP,N,Retired,0,
do_113173621380603904129,My Course,2020-12-16,NULP,N,Retired,0,
do_1130739875585064961487,Narrative PPT,2020-07-28,NULP,N,Retired,0,
do_1133216709285724161207,NAVARITIH : Course on Innovative Construction Technologies,2021-07-13,BMTPC,N,Retired,0,
do_1141495380711096321533,NDMC 311 Application and Good Governance,2024-09-25,NDMC,N,Live,1,'01415029030896435299'
do_1132636060137226241123,NDMC 311 Application and Good Governance,2021-04-22,Ghaziabad Municipal Corporation,N,Retired,0,
do_113261315061268480169,NDMC 311 Application and Good Governance,2021-04-19,Ghaziabad Municipal Corporation,N,Retired,0,
do_1143096773665341441247,New Course,2025-05-09,NIUA,Y,Retired,1,'01430968240028876860'
do_113947899672018944171,New Invite Only Course,2023-12-15,NULP,N,Retired,18,"'0139479057191649285', '0139479025475338246', '0139479074307686407', '0139479020788940808', '0139479075662725129', '01394790998231449610', '01394790900699136011', '01394790468938137612', '01394790470636339213', '01394790799378841614', '01394790590775296015', '01394790783871385616', '01394790624340377617', '01394790635545395218', '01394791065617203219', '01394790633653043220', '01394790426397081621', '01394790670115635222'"
do_113847673533857792132,new test,2023-07-26,NULP,N,Failed,0,
do_11428496118465331215,New test Course,2025-04-04,NIUA,N,Failed,0,
do_11428498027986944019,New Web Course,2025-04-04,NIUA,N,Failed,0,
do_113821839241093120114,new-test,2023-06-20,NULP,N,Review,0,
do_113019362428174336117,New101,2020-05-12,NUIS,N,Retired,0,
do_113019379430547456119,new101,2020-05-12,PCMC,N,Retired,0,
do_113019989601861632125,new102,2020-05-13,NUIS,N,Retired,0,
do_113816975728238592175,new_test,2023-06-13,NULP,N,Retired,0,
do_11316864975388672011,Nice-1,2020-12-09,PCMC,N,Retired,0,
do_1133902535671889921944,NULP,2021-10-18,NULP,N,Retired,0,
do_1133668914165841921770,nulp,2021-09-15,NULP,N,Draft,0,
do_1130605014964305921537,NULP,2020-07-09,NULP,N,Draft,0,
do_1130604986428948481535,NULP,2020-07-09,NULP,N,Draft,0,
do_1130231710726553601248,nulp course,2020-05-17,NULP,N,Retired,0,
do_113019344004808704114,nulp course,2020-05-12,NUIS,N,Retired,0,
do_11301933707526963213,nulp course,2020-05-12,NUIS,N,Retired,0,
do_11342056758013132811021,nulp demo,2021-11-30,NULP,N,Retired,0,
do_1137136014525317121114,NULP induction,2023-01-18,NULP,Y,Live,1,'0137142706477875203'
do_113020124302532608115,nulp module,2020-05-13,NUIS,N,Retired,0,
do_113020130637094912132,nulp open course,2020-05-13,NUIS,N,Retired,0,
do_1136345470145003521111,NULP Test,2022-09-28,NULP,N,Retired,0,
do_1136345470145003521111,NULP Test,2022-09-28,NULP,N,Retired,0,
do_113853004856655872171,nulp-test,2023-08-03,NULP,N,Review,0,
do_1133264133574656001399,Online Building Permission System (OBPS) on Computerization of Building By-laws and Auto-scrutiny of Building Plans,2021-07-20,NIUA,N,Retired,0,
do_11369253593592627211489,Only Assessmnet here Dummy Course,2022-12-19,NIUA,N,Retired,0,
do_113020306232475648125,open course,2020-05-13,NUIS,N,Retired,0,
do_113761883654471680129,"Operational Level Course: Infant, Toddler, Caregiver-Friendly Neighbourhoods (ITCN) Capacity Building Programme",2023-03-27,Infant Toddler Caregiving Neighborhood ,Y,Live,1,'0137682651353006082'
do_113761883654471680129,"Operational Level Course: Infant, Toddler, Caregiver-Friendly Neighbourhoods (ITCN) Capacity Building Programme",2023-03-27,Infant Toddler Caregiving Neighborhood ,Y,Draft,1,'0137682651353006082'
do_114127641354182656155,Optimizing Workflow Management for Efficiency,2024-08-25,NIUA,Y,Retired,1,'01412764565567078451'
do_1138475640773099521522,optit-demo,2023-07-26,NULP,N,Retired,0,
do_113848027016593408159,optit-tech,2023-07-27,NULP,N,Review,0,
do_1138289248792494081241,optit-test,2023-06-30,NULP,N,Retired,0,
do_1138460169488138241510,optit-test,2023-07-24,NULP,N,Retired,0,
do_1138317874010357761347,optit-test,2023-07-04,NULP,N,Retired,0,
do_1138276069074944001162,optit-test,2023-06-28,NULP,N,Review,0,
do_113818318362812416190,optit-test,2023-06-15,NULP,N,Retired,0,
do_113817672691326976184,optit-test,2023-06-14,NULP,N,Retired,0,
do_113950111616090112182,optit-test-content,2023-12-18,NULP,Y,Retired,1,'01395012995517644823'
do_1138248192339640321120,optit-test1,2023-06-24,NULP,N,Retired,0,
do_1138324888399298561374,optit-testadd,2023-07-05,NULP,N,Review,0,
do_1138381801517875201438,OPTIT_DEMO,2023-07-13,NULP,N,Review,0,
do_1135842468419502081641,"Orientation Level Course: Infant, Toddler, Caregiver-Friendly Neighbourhoods (ITCN) Capacity Building Programme",2022-07-19,Infant Toddler Caregiving Neighborhood ,N,Live,1,'01429681405942169623'
do_1130992243691192321570,Orientation Module,2020-09-02,NIUA,N,Retired,0,
do_1130986373076418561564,Orientation Module - Faecal Sludge and Septage Management,2020-09-01,NIUA,N,Retired,0,
do_1130986448071966721514,Orientation Module - FSSM,2020-09-01,NIUA,N,Retired,0,
do_1136251279404318721736,orientation of FSSM,2022-09-15,NIUA,N,Retired,0,
do_1138411452872704001473,Orientation on Faecal Sludge and Septage Management,2023-07-17,NULP,N,Draft,0,
do_1130302660431872001277,PCMC sample module,2020-05-27,PCMC,N,Draft,0,
do_1135785463453859841508,Physics,2022-07-11,NULP,N,Retired,0,
do_1135785463453859841508,Physics,2022-07-11,NULP,N,Retired,0,
do_1136095427082649601168,Planning for Faecal Sludge and Septage Management (FSSM),2022-08-24,NIUA,N,Live,1,'01361319715623731218'
do_1138686549387427841400,Planning of Faecal Sludge and Septage Management,2023-08-25,NULP,N,Live,1,'01429409268667187210'
do_113259168569778176148,Plastic Waste Management at Ghaziabad,2021-04-16,Ghaziabad Municipal Corporation,N,Review,0,
do_113259168569778176148,Plastic Waste Management at Ghaziabad,2021-04-16,Ghaziabad Municipal Corporation,N,Retired,0,
do_114299025682784256111,Plastic Waste Management at Ghaziabad Nagar Nigam,2025-04-24,Ghaziabad Municipal Corporation,N,Live,1,'01431252796527411262'
do_1137136382459576321126,pp course,2023-01-18,NULP,N,Retired,0,
do_11371431141151539212,PP Course 1,2023-01-19,NULP,N,Retired,0,
do_1138659634382848001360,prod-test,2023-08-21,NULP,N,Review,0,
do_1133333779902627841587,Project Management,2021-07-30,PCMC,N,Retired,0,
do_1138609118971985921305,Promoting Disability Inclusion and Accessibility in Indian Cities,2023-08-14,Australian Consulate General Chennai,Y,Live,2,"'0138658034832506883', '01429681261407436820'"
do_1138609118971985921305,Promoting Disability Inclusion and Accessibility in Indian Cities,2023-08-14,Australian Consulate General Chennai,Y,Draft,2,"'0138658034832506883', '01429681261407436820'"
do_1141829872995696641357,Property Tax Management- Madhya Pradesh,2024-11-11,NULP,Y,Live,1,'014183642216439808134'
do_1137235634499747841364,Property Tax services walkthrough on MP eNagarPalika - Basic,2023-02-01,Madhya Pradesh,N,Live,2,"'014150379248992256101', '01372358284215091216'"
do_1137235634499747841364,Property Tax services walkthrough on MP eNagarPalika - Basic,2023-02-01,Madhya Pradesh,N,Draft,2,"'014150379248992256101', '01372358284215091216'"
do_1137227739948728321307,Property Tax services walkthrough on mpenagarpalika - Basic,2023-01-31,Madhya Pradesh,N,Retired,0,
do_1137227739948728321307,Property Tax services walkthrough on mpenagarpalika - Basic,2023-01-31,Madhya Pradesh,N,Retired,0,
do_113822597570953216140,Prototype LCCM Module,2023-06-21,Leaders in Climate Change Management LCCM,N,Retired,0,
do_1141495313512366081512,Public Bicycle Sharing System in Delhi,2024-09-25,NDMC,N,Live,1,'01415028676209049698'
do_1133315561158901761481,Public Bicycle Sharing System in Delhi,2021-07-27,NDMC,N,Retired,0,
do_1133231244732252161300,Public Bicycle Sharing System in Delhi,2021-07-15,Ghaziabad Municipal Corporation,N,Retired,0,
do_114165835604836352120,Public Procurement,2024-10-18,NIUA,Y,Live,1,'014179354247036928124'
do_1130407021409976321308,Public transport Evaluation,2020-06-11,PCMC,N,Retired,0,
do_113945896747851776111,Python,2023-12-12,NULP,N,Retired,0,
do_1132046983475691521167,quiz 5,2021-01-29,NIUA,N,Retired,0,
do_113172153422225408130,reaching the top of swacchta sarvekshan,2020-12-14,NULP,N,Draft,0,
do_113952152944705536110,React-01,2023-12-21,NIUA,N,Retired,1,'0139521624375869440'
do_113971911471685632144,renbow,2024-01-18,NULP,N,Retired,0,
do_1130302061834403841289,Resources for Education,2020-05-27,PCMC,N,Draft,0,
do_1141495234391080961489,Restoration of Urban Rivers & Sustainable Planning,2024-09-25,SAIARD,N,Live,1,'01415028092277555296'
do_1133455605333114881731,Restoration of Urban Rivers & Sustainable Planning,2021-08-16,SAIARD,N,Retired,0,
do_1133413868680314881661,Restoration of Urban Rivers & Sustainable Planning,2021-08-10,SAIARD,N,Retired,0,
do_1133413952815267841662,Restoration of Urban Rivers & Sustainable Planning,2021-08-10,SAIARD,N,Retired,0,
do_1133413952815267841662,Restoration of Urban Rivers & Sustainable Planning,2021-08-10,SAIARD,N,Retired,0,
do_113715042796896256112,Reviewer Demo,2023-01-20,NIUA,N,Retired,0,
do_11406049613876428811267,rkr_test,2024-05-22,NIUA,N,Draft,0,
do_1131156106703093761571,Road Safety,2020-09-25,NULP,N,Retired,0,
do_1141849579519836161381,Roadmap to Livable Cities,2024-11-14,NIUA,N,Live,1,'014185065981788160136'
do_11409448759151820811432,Roadmap to Livable Cities,2024-07-09,NIUA,N,Retired,0,
do_113752455659020288151,Role of IoT in Rural Water Supply,2023-03-14,IIHS,N,Draft,0,
do_1135408694150184961318,Sachin Tekdi test,2022-05-19,NULP,Y,Retired,1,'01354087934062592015'
do_1135408652699484161315,Sachin Tekdi test2,2022-05-19,NULP,N,Retired,0,
do_1133781402464665601847,Sample,2021-10-01,TERI,N,Retired,0,
do_1133724060744990721794,sample,2021-09-23,NULP,N,Retired,0,
do_1130243776484311041236,Sample Module for User Manual,2020-05-19,NULP,N,Retired,0,
do_1130302380603801601293,sdfghj,2020-05-27,Medical,N,Retired,0,
do_1136131472303718401417,sdkjvds,2022-08-29,Leaders in Climate Change Management LCCM,N,Retired,0,
do_1136251307589222401739,sdkv,2022-09-15,NIUA,N,Draft,0,
do_1138286257274716161181,SELF-PACED ONLINE COURSE ON INCLUSIVE CITY FRAMEWORK,2023-06-29,IIT Kharagpur,N,Live,1,'01429681506181939229'
do_1138286257274716161181,SELF-PACED ONLINE COURSE ON INCLUSIVE CITY FRAMEWORK,2023-06-29,IIT Kharagpur,N,Draft,1,'01429681506181939229'
do_1138829271350476801499,sep14-test case,2023-09-14,NULP,N,Retired,0,
do_1138829271350476801499,sep14-test case,2023-09-14,NULP,N,Retired,0,
do_1138829414545080321502,sep14-test-2,2023-09-14,NULP,N,Retired,0,
do_1138871148812288001520,sep20-test,2023-09-20,NULP,N,Retired,0,
do_113891602197143552128,sep27-ns-test,2023-09-26,NULP,N,Retired,0,
do_113891602197143552128,sep27-ns-test,2023-09-26,NULP,Y,Retired,1,'0138916045123829764'
do_113891988089217024146,sep27-ns-test-2,2023-09-27,NULP,N,Retired,0,
do_113891988089217024146,sep27-ns-test-2,2023-09-27,NULP,N,Retired,1,'0138920018353930246'
do_1135685165819330561172,Shivani test Course,2022-06-27,NULP,N,Retired,0,
do_1135706769965056001319,Shivani test course for certificate,2022-06-30,Leaders in Climate Change Management,N,Retired,0,
do_1130406973869834241334,Smart City,2020-06-11,PCMC,N,Retired,0,
do_1135862921891512321908,Smart Water Management and SCADA,2022-07-22,FCDO,N,Live,1,'01429681325894860826'
do_11371213687652352019,Solid Waste Management,2023-01-16,NULP,N,Retired,0,
do_113712296996216832126,Solid Waste Management Course,2023-01-16,NULP,Y,Retired,1,'014180186564247552131'
do_113712296996216832126,Solid Waste Management Course,2023-01-16,NULP,Y,Retired,1,'014180186564247552131'
do_1141490348031836161457,solid waste management course,2024-09-24,NIUA,Y,Retired,1,'01414950697096806493'
do_1141540586952130561669,Solid waste management course II,2024-10-01,NIUA,Y,Retired,1,'014154065803051008111'
do_1141931408214507521906,Solid waste management course III,2024-11-25,NIUA,Y,Retired,2,"'014154065803051008111', '014193150420230144153'"
do_1141801956289331201303,Solid waste management II,2024-11-07,NIUA,Y,Retired,1,'014180204672606208132'
do_1141801937811619841299,solid waste management II,2024-11-07,NULP,N,Draft,0,
do_1141538148443586561632,Solid Waste Management II,2024-10-01,NIUA,Y,Retired,1,'014153825488388096102'
do_1141801931543592961296,solid waste management II,2024-11-07,NULP,N,Draft,0,
do_114168018413748224164,Solid waste management II,2024-10-21,NIUA,N,Retired,0,
do_11368966768576921611476,Solid Waste Management in India,2022-12-15,NULP,N,Retired,0,
do_1141461420742819841389,Solid waste management TT Test,2024-09-20,NIUA,N,Retired,0,
do_1141461548436439041394,Solid waste management TT1 Test,2024-09-20,NIUA,N,Retired,0,
do_1141461548436439041394,Solid waste management TT1 Test,2024-09-20,NIUA,N,Retired,0,
do_113947851297652736151,Solid Waste Management- Intermediate Course,2023-12-15,NULP,N,Retired,1,'0139478586588938244'
do_113950077974626304174,sravani test,2023-12-18,NULP,N,Retired,0,
do_1133787562589388801855,SS,2021-10-02,TERI,N,Retired,0,
do_1130305714518999041314,ss sample,2020-05-28,NULP,N,Draft,0,
do_11343564241708646411059,Stiched as asked by sree,2021-12-21,NULP,N,Retired,0,
do_1130702302720655361484,Sudarshan-101,2020-07-23,NIUA,N,Retired,0,
do_1130498417599692801370,Sunbird Course,2020-06-24,PCMC,N,Retired,0,
do_1133231357586309121307,Sustainable Construction and Demolition Waste Management,2021-07-15,NIUA,N,Live,0,
do_114299051847000064138,Sustainable Urban Infrastructure,2025-04-24,CRDF,N,Live,1,'01429909397997977636'
do_1133236396738723841320,Sustainable Urban Infrastructure,2021-07-16,CRDF,N,Retired,0,
do_1133236390650757121303,Sustainable Urban Planning,2021-07-16,CRDF,N,Retired,0,
do_11368967189766963211479,SWM Showcase,2022-12-15,NULP,N,Retired,1,'01369019563073536017'
do_11368967189766963211479,SWM Showcase,2022-12-15,NULP,N,Retired,1,'01369019563073536017'
do_11412362141509222411,T - All Content Type Course,2024-08-19,NULP,N,Review,0,
do_114126466297069568131,T 23rd Aug,2024-08-23,NIUA,Y,Retired,1,'01413017497840844861'
do_1141297475830087681149,T course 2807,2024-08-28,NIUA,N,Review,0,
do_114127745218772992172,T course with all contents 2508,2024-08-25,NIUA,Y,Retired,1,'01412776320634880052'
do_1141278234312130561104,T course with merit certificate 2508,2024-08-25,NIUA,Y,Retired,2,"'01412776320634880052', '01412783150398668857'"
do_114127762767806464182,T course with normal certificate,2024-08-25,NIUA,Y,Retired,2,"'01412776320634880052', '01412777178121830453'"
do_114127806190968832196,T course with normal certificate1,2024-08-25,NIUA,Y,Retired,3,"'01412776320634880052', '01412777178121830453', '01412782308723097656'"
do_114126371669909504126,T Digital Awareness course,2024-08-23,NIUA,Y,Retired,1,'01412690637572505646'
do_1138821234097684481483,teams,2023-09-13,NULP,N,Retired,0,
do_113809232549453824119,Technical Training On UPYOG (Urban Platform for deliverY of Online Governance),2023-06-02,NUDM National Urban Digital Mission,N,Draft,1,'0142940892779724809'
do_113809232549453824119,Technical Training On UPYOG (Urban Platform for deliverY of Online Governance),2023-06-02,NUDM National Urban Digital Mission,N,Live,1,'0142940892779724809'
do_1138827566948515841488,techno-list,2023-09-14,NULP,N,Retired,0,
do_1138565242182615041186,technology,2023-08-08,NULP,N,Review,0,
do_1138565736363868161189,technology.txt,2023-08-08,NULP,N,Review,0,
do_1135353031243366401202,Tekdi - Upload Template Course,2022-05-11,NULP,Y,Retired,1,'0135353128804352004'
do_1137244113592565761423,Tekdi 2nd feb Test 1,2023-02-02,NULP,N,Retired,0,
do_1137248751498936321427,Tekdi 3rd feb T1,2023-02-03,NULP,N,Retired,0,
do_1135310457272074241170,Tekdi Assessment Course - 5May,2022-05-05,NULP,N,Retired,0,
do_1135367665387110401231,Tekdi Assessment Course 13 May,2022-05-13,NULP,Y,Retired,1,'0135367776961413126'
do_1135394683968798721261,Tekdi Cerificate Course,2022-05-17,NULP,N,Retired,1,'0135394725279907849'
do_1135395101279436801264,Tekdi Cerificate Course 17 May,2022-05-17,NULP,N,Retired,1,'01353955377645158410'
do_1135269368146001921153,Tekdi Course,2022-04-29,NULP,N,Retired,0,
do_1135840803253862401594,Tekdi Course (DO NOT DELETE),2022-07-19,NULP,N,Retired,0,
do_1135367539467960321226,Tekdi Course - 13 May,2022-05-13,NULP,Y,Retired,1,'0135367587767910405'
do_1135511101493657601103,Tekdi Course - 2nd June III,2022-06-02,NULP,N,Retired,0,
do_1135388739137372161254,Tekdi Course - NCF,2022-05-16,NULP,N,Retired,0,
do_1135310771463782401174,Tekdi Course - Reject Course 5May,2022-05-05,NULP,N,Retired,0,
do_113563807026331648185,Tekdi Course 1,2022-06-20,NULP,N,Retired,0,
do_1135403607868620801298,Tekdi Course Assement - 18 May,2022-05-18,NULP,Y,Retired,1,'01354036256439500812'
do_113551105416232960198,Tekdi Course June 2 II,2022-06-02,NULP,N,Retired,0,
do_1139953921281474561216,Tekdi course ob rm3 2002,2024-02-20,NIUA,Y,Retired,2,"'01399539274570956817', '01399540465312563218'"
do_1139902894103838721490,Tekdi Course rm 1302,2024-02-13,NIUA,N,Retired,0,
do_1139968715608473601284,Tekdi Course rm 2202,2024-02-22,nulp-mainorg,N,Retired,1,'01399687814802636830'
do_1139953850924892161213,Tekdi course rm3 io 2002,2024-02-20,NIUA,Y,Retired,1,'01399539274570956817'
do_1137243978676142081420,Tekdi Course Test one,2023-02-02,NULP,N,Retired,0,
do_1137243978676142081420,Tekdi Course Test one,2023-02-02,NULP,N,Retired,0,
do_1139975438488698881403,Tekdi course upcoming batch 2302,2024-02-23,NIUA,Y,Review,1,'01399702598988595231'
do_1139991433169305601433,Tekdi course upcoming batch test 2302,2024-02-25,nulp-mainorg,N,Retired,2,"'01399684929763737628', '01399915034319257638'"
do_1139969121054064641290,Tekdi demo course 2202,2024-02-22,NIUA,Y,Retired,1,'01399702598988595231'
do_1138565962182410241193,Tekdi Dummy Course for Reports 8th Aug,2023-08-08,NULP,N,Retired,0,
do_113763263629623296178,Tekdi Dummy Course Test one,2023-03-29,NULP,N,Retired,0,
do_1137277210573783041448,Tekdi Dummy Course test one,2023-02-07,NULP,N,Retired,0,
do_1140017476115578881479,tekdi invite test,2024-02-29,NULP,Y,Retired,1,'01400178170467123212'
do_1140017476115578881479,tekdi invite test,2024-02-29,NULP,Y,Retired,1,'01400178170467123212'
do_113991151951372288195,Tekdi KP course 1 (14feb),2024-02-14,NIUA,N,Draft,0,
do_1135756787130695681457,Tekdi merit course sachin 0707,2022-07-07,NULP,N,Retired,0,
do_114303284961148928150,Tekdi merit Course testing,2025-04-30,NIUA,Y,Retired,1,'01430329161620684849'
do_113990484904607744115,Tekdi rm course,2024-02-13,NULP,N,Retired,0,
do_1139848826850836481297,tekdi rm course 0502,2024-02-05,NIUA,Y,Retired,1,'0139848922989117449'
do_1139875869106995201423,tekdi rm course 0802,2024-02-09,NIUA,N,Retired,0,
do_113966441872580608192,tekdi rm course 1001,2024-01-10,NIUA,Y,Retired,1,'0139664547207577602'
do_113967707992006656198,tekdi rm course 1201,2024-01-12,NIUA,Y,Retired,1,'0139677994436198403'
do_1139897104324526081452,Tekdi rm course 1202,2024-02-12,NIUA,N,Retired,0,
do_11397629753366937615,tekdi rm course 2401,2024-01-24,NIUA,Y,Retired,1,'0139763023092449280'
do_113979742938177536178,tekdi rm course 2901,2024-01-29,NIUA,Y,Retired,3,"'0139763023092449280', '0139763168266567681', '0139797520146104323'"
do_1139678078678630401102,tekdi rm course inviteonly 1201,2024-01-12,NIUA,Y,Retired,1,'0139698167652515845'
do_1139969232409231361298,Tekdi rm course rm1 2202,2024-02-22,PCMC,N,Retired,1,'0139995553574256640'
do_1139991041813872641424,tekdi rm course upcoming batch 2302,2024-02-25,NIUA,Y,Retired,2,"'0139677994436198403', '01399911214268416036'"
do_1139991084189122561429,tekdi rm course upcoming batch1 2302,2024-02-25,NIUA,Y,Retired,3,"'0139677994436198403', '01399911214268416036', '01399911671116595237'"
do_1139699715210444801126,tekdi rm course without assessment,2024-01-15,NIUA,Y,Retired,1,'0139699813011456006'
do_113970597998927872110,tekdi rm invite only2 1601,2024-01-16,NIUA,N,Review,0,
do_1139855804460154881334,tekdi rm io course 0602,2024-02-06,NIUA,Y,Retired,1,'01398558809571328010'
do_1139855804460154881334,tekdi rm io course 0602,2024-02-06,NIUA,Y,Retired,1,'01398558809571328010'
do_113970700239544320119,tekdi rm test 1601,2024-01-16,NIUA,N,Retired,0,
do_1139918280405893121130,Tekdi rm test course 1502,2024-02-15,NIUA,Y,Retired,1,'01399183113967206412'
do_1139946002444697601163,Tekdi rm test course 1902,2024-02-19,NIUA,Y,Retired,2,"'01399183113967206412', '01399473946443776013'"
do_1139749102420705281137,tekdi rm test course for draft 2201,2024-01-22,NIUA,N,Draft,0,
do_113972747529035776198,tekdi rm test invite only course 1901,2024-01-19,NIUA,N,Retired,1,'01397275380035584022'
do_1139947447686430721180,Tekdi rm test io course 1902,2024-02-19,NIUA,Y,Retired,3,"'01399183113967206412', '01399473946443776013', '01399475127567155214'"
do_1139953050006568961200,Tekdi rm test io course 2002,2024-02-20,NIUA,Y,Retired,4,"'01399183113967206412', '01399473946443776013', '01399475127567155214', '01399530815639552015'"
do_1139899783265730561487,tekdi rm1 course 1202,2024-02-12,NIUA,N,Retired,0,
do_113979794882805760183,tekdi rm1 course 2901,2024-01-29,NIUA,Y,Retired,4,"'0139763023092449280', '0139763168266567681', '0139797520146104323', '0139798013095116804'"
do_1139953117829283841204,Tekdi rm1 test future io course 2002,2024-02-20,NIUA,Y,Retired,5,"'01399183113967206412', '01399473946443776013', '01399475127567155214', '01399530815639552015', '01399531493326028816'"
do_1139954996959232001234,Tekdi rm1 test1 course 2002,2024-02-20,NIUA,Y,Retired,4,"'01399183113967206412', '01399473946443776013', '01399544702334566419', '01399550851407872020'"
do_1139968564730511361275,Tekdi rm1 test1 course 2202,2024-02-22,NIUA,Y,Retired,5,"'01399183113967206412', '01399473946443776013', '01399544702334566419', '01399550851407872020', '01399686580763852829'"
do_1139996625680220161453,Tekdi rm1 test1 course 2602 UB,2024-02-26,NIUA,Y,Retired,4,"'01399183113967206412', '01399473946443776013', '01399544702334566419', '01399550851407872020'"
do_1139876174969978881436,Tekdi rm2 course 0902,2024-02-09,NIUA,N,Draft,0,
do_1139748691390054401134,tekdi rm2 course 2201,2024-01-22,NIUA,N,Draft,0,
do_11397631201221017618,tekdi rm2 course 2401,2024-01-24,NIUA,Y,Retired,2,"'0139763023092449280', '0139763168266567681'"
do_113979833212297216188,tekdi rm2 course 2901,2024-01-29,NIUA,Y,Retired,5,"'0139763023092449280', '0139763168266567681', '0139797520146104323', '0139798013095116804', '0139798434032762885'"
do_1139996289265582081448,tekdi rm2 course upcoming batch 2602,2024-02-26,NIUA,Y,Retired,6,"'0139763023092449280', '0139763168266567681', '0139797520146104323', '0139798013095116804', '0139798434032762885', '0139996363163729921'"
do_1135863424370278401937,Tekdi S Test 1,2022-07-22,NULP,N,Retired,0,
do_1135734002099486721342,Tekdi sachin,2022-07-04,NULP,N,Retired,0,
do_113568761543458816197,Tekdi Sachin Assesment course,2022-06-27,NULP,N,Retired,0,
do_11359323511280435217,Tekdi sachin course,2022-08-01,NULP,N,Retired,0,
do_1135812824050892801543,Tekdi Sachin course,2022-07-15,NULP,N,Retired,0,
do_1135847652941250561775,Tekdi sachin course,2022-07-20,NULP,N,Retired,0,
do_1135758216113684481468,Tekdi Sachin Course 0707,2022-07-07,NULP,N,Retired,0,
do_113568694715596800163,Tekdi sachin Course 33,2022-06-27,NULP,N,Retired,0,
do_1135848060970926081793,Tekdi sachin course 720,2022-07-20,Leaders in Climate Change Management,N,Retired,0,
do_113595621261369344138,Tekdi sachin course 84,2022-08-04,NULP,N,Retired,0,
do_113596163039993856169,Tekdi sachin course 88,2022-08-05,NULP,N,Retired,0,
do_1135848453309480961808,Tekdi sachin course four,2022-07-20,Leaders in Climate Change Management,N,Retired,0,
do_1135835342591590401578,Tekdi sachin course one,2022-07-18,NULP,N,Retired,1,'01358847520251904040'
do_113598422775021568193,Tekdi sachin course test,2022-08-08,NULP,N,Retired,0,
do_1135848444334243841805,Tekdi sachin course three,2022-07-20,Leaders in Climate Change Management,N,Retired,0,
do_1135849163401052161821,Tekdi sachin course three six,2022-07-20,NULP,N,Retired,0,
do_1135884858370457601959,Tekdi sachin course two,2022-07-25,NULP,N,Retired,0,
do_1135848430045921281802,Tekdi sachin course two,2022-07-20,Leaders in Climate Change Management,N,Retired,0,
do_1135848430045921281802,Tekdi sachin course two,2022-07-20,Leaders in Climate Change Management,N,Retired,0,
